where	who	kind	form	gloss
6.3 30	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ném wiʔ neʔ tékm txən̓ ʔə páwdas wuɬ npúytns tékm néʔe neʔ nke ƛ̓əp neʔ nə típəl tékm txən̓ ƛ̓əm.
6.3 31	Kʷəɬtəzétkʷu Bernice Garcia	interlinear transcription	ném qlílmtis ɬ skʷúz.
5.4 1	Ella Hannon and Anna Stacey	segmentation	ʔé=məɬ=nke ƛ̓əp teʔ [ʔə=s=]sew̓-íx[-n]-t-Ø-em ɬ=yéyeʔ-kt
5.4 2	Ella Hannon and Anna Stacey	segmentation	ʔéx=nke ƛ̓əp teʔ cú-t s-téʔ xeʔé yéyeʔ
5.4 2	Kʷəɬtəzétkʷu Bernice Garcia	speaker comment	Comment: “The weathervane was new to us.”	her own aside on line 2
5.4 3	Ella Hannon and Anna Stacey	segmentation	ʔé=məɬ neʔ ʔéx=nke ƛ̓əp cú-n-t-ey-s cúkʷ-s-t-Ø-e xʷúy̓=Ø xeʔ píləx̣[-n]-t-ey-es ʔe=xʷúy̓=Ø=us tékɬ ʔe=xʷúy̓=Ø=us t=e=n-q̓ʷy-énk
5.4 4	Ella Hannon and Anna Stacey	segmentation	ʔéx=nke ƛ̓əp k̓ʷén̓-n-t-Ø-em téʔe
5.4 5	Ella Hannon and Anna Stacey	segmentation	ʔéx=Ø ƛ̓əp néʔe ʔə=tuʔúʔt
5.4 6	Ella Hannon and Anna Stacey	segmentation	ʔéx ƛ̓əp xeʔ tuʔúʔt xʷúy̓=Ø=ekʷu píləx̣[-n]-t-ey-es xʷúy̓=us n-q̓ʷy-énk ʔé=məɬ neʔ ʔə=smú<m̓>ɬec xʷúy̓=Ø=ekʷu píləx̣[-n]-t-ey-es xʷúy̓=Ø=us ʔe=tékɬ
5.4 7	Ella Hannon and Anna Stacey	segmentation	ʔé=məɬ neʔ ʔə=s-mú<m̓>ɬec ʔéx xeʔ [ʔə=]s=kʷákʷ=s t=e=n-ƛ̓íkʷ-n-s[ut-t]-tn
5.4 8	Ella Hannon and Anna Stacey	segmentation	c̓=[ʔ]é xeʔ cumín-s=ekʷu xʷúy̓=Ø=us ʔe=tékɬ ʔé=məɬ nés k̓é<ʔe>x wiʔ
5.4 9	Ella Hannon and Anna Stacey	segmentation	ʔéx=nke ƛ̓əp neʔ ʔes-k̓ʷén̓-s-t-Ø-em néʔe
5.4 10	Ella Hannon and Anna Stacey	segmentation	ʔé=məɬ neʔ=nke ƛ̓əp cú-n-t-ey-es ɬ=yéyeʔ-kt cúkʷ-s-t-Ø-e cúʔ sey̓~siʔ-mín[-t]-Ø-xʷ
5.4 11	Ella Hannon and Anna Stacey	segmentation	cúkʷ-s-t-Ø-e
5.4 12	Ella Hannon and Anna Stacey	segmentation	ʔe=məɬ neʔ=nke ƛ̓əp ʔéx cú-n-t-Ø-em ɬ=yéyeʔ ʔéx xeʔ k̓ʷén̓-e-t-Ø-em yéyeʔ cúkʷ-s-t-ey-e ʔéx neʔ páqw[-n]-t-Ø-em ʔéx=nke ƛ̓əp teʔ ʔe=cú-n-t-Ø-em ɬ=yéyeʔ-kt
5.4 13	Ella Hannon and Anna Stacey	segmentation	ʔé=məɬ nés k̓ʷén̓-n-t-Ø-em e=cúɬmn ʔé=məɬ nés kʷúp-n-t-Ø-em e=tuʔúʔt xʷúy̓=Ø n-q̓ʷy-énk=ekʷu c̓=ʔé=ekʷu xeʔ s=ptínus-m-kt n-q̓ʷy-énk=ekʷu ƛ̓uʔ
5.4 14	Ella Hannon and Anna Stacey	segmentation	ʔéx neʔ kʷúp-n-t-Ø-əm ʔə=s-mú<m̓>ɬec oh xʷúy̓=Ø tékɬ tekɬ=mémn kʷúp-e-t-Ø-em=nke ƛ̓əp ʔə=s-mú<m̓>ɬec xʷúy̓=Ø tékɬ
5.4 15	Ella Hannon and Anna Stacey	segmentation	ʔé=məɬ nés=nke ƛ̓əp neʔ kʷúp-n-t-Ø-em ʔə=s-mú<m̓>ɬec oh xʷúy̓ tékɬ=Ø s-mú<m̓>ɬec xʷúy̓=Ø tékɬ nist ʔéx=nke ƛ̓əp t=e=cú-n-t-Ø-em
5.4 16	Ella Hannon and Anna Stacey	segmentation	ƛ̓uʔ ʔéx neʔ kʷúp-n-t-Ø-em ʔə=s-mú<m̓>ɬec púƛ̓m=Ø ʔə=tuʔúʔt
5.4 17	Ella Hannon and Anna Stacey	segmentation	ʔe=məɬ nés cú-n-t-Ø-em ɬ=yéyeʔ-kt yéyeʔ tem=ekʷu t=e=xʷúy̓=ekʷu ʔə=[s=]tékɬ=s cú-t ʔə=tuʔúʔt xʷúy̓=ekʷu n-q̓ʷy-énk
5.4 18	Ella Hannon and Anna Stacey	segmentation	ʔéx=nke ƛ̓uʔ k̓ʷén̓[-n-t]-Ø-es ɬ=kz̓é-kt ʔéy néxʷ-m xʷúy̓ n-q̓ʷy-énk
5.4 19	Ella Hannon and Anna Stacey	segmentation	ʔe=məɬ=nke ƛ̓əp neʔ ʔə=[s=]cú-t=s ʔey tətéʔ wiʔ s=kázeʔ[-n]-t-ey-es ʔə=tuʔúʔt
5.4 20	Ella Hannon and Anna Stacey	segmentation	ném xʷúy̓ n-q̓ʷy-énk
5.4 21	Ella Hannon and Anna Stacey	segmentation	cúkʷ-s-t-Ø-e=məɬ wiʔ xéʔe=nke ƛ̓əp s=cú-t=s xʷúy̓=Ø xeʔ n-q̓ʷy-énk
5.4 22	Ella Hannon and Anna Stacey	segmentation	ʔe=məɬ neʔ=nke ƛ̓əp neʔ sew̓-íx[-n]-t-Ø-em ɬ=yéyeʔ-kt=nke ƛ̓əp yéyeʔ piʔ-s-té xʷúy̓=Ø tékɬ piʔ-s-té xʷúy̓=Ø tékɬ
5.4 23	Ella Hannon and Anna Stacey	segmentation	ʔé=məɬ=nke ƛ̓əp neʔ s=cú-t=s=nke ƛ̓əp ʔe=púƛ̓əm=us ʔe=s-mú<m̓>ɬec xʷúy̓=Ø he=tékɬ
5.4 24	Ella Hannon and Anna Stacey	segmentation	ʔe=məɬ=nke ƛ̓əp ɬ=sew̓-íx[-n]-t-Ø-em ɬ=yéyeʔ keʔ=xʷúy̓ [k=]s=púƛ̓m-s-t-Ø-em ʔe=s-mú<m̓>ɬec ʔé k=s=tékɬ=Ø cʔéyɬ kéʔe wiʔ yéyeʔ
5.4 25	Ella Hannon and Anna Stacey	segmentation	xʷúy̓=Ø tékɬ
5.4 26	Ella Hannon and Anna Stacey	segmentation	ʔé=məɬ neʔ=nke ƛ̓əp cú-t ɬ=kz̓é-kt cúkʷ-s-t-Ø-e cúʔ neʔ x̣áʔ-n-t-ey-es=nke ƛ̓əp cúkʷ-s-t-Ø-e
5.4 27	Ella Hannon and Anna Stacey	segmentation	ʔé=məɬ neʔ s=cú-t=s=nke ƛ̓əp xʷúy̓ xe=tékɬ=Ø ʔe=piʔ-s-téʔ=us cúkʷ-s-t-Ø-e
5.4 28	Ella Hannon and Anna Stacey	segmentation	ʔé=məɬ=nke ƛ̓əp neʔ ʔə=s=cú-n-t-Ø-em ɬ=kz̓é-kt yéyeʔ x̣ʷóx̣ʷstm[-n]-t-Ø-em xʷúy̓=Ø [k=]s=tékɬ-s xʷúy̓ púƛ̓m[-n]-t-Ø-em ʔə=s-mú<m̓>ɬec
5.4 29	Ella Hannon and Anna Stacey	segmentation	ƛ̓uʔ cúʔ s-cmé<m̓>yt=kt wiʔ ƛ̓uʔ tətéʔ k=s=néxʷ-m-s xʷúy̓ tékɬ=Ø ʔe=púƛ̓m=us ʔə=s-mú<m̓>ɬec
5.4 30	Ella Hannon and Anna Stacey	segmentation	ʔé=məɬ=nke ƛ̓əp neʔ ʔúɬxʷ=Ø ƛ̓əm ɬ=tuʔúʔt púƛ̓m=Ø ɬ=s-mú<m̓>ɬec ʔé=məɬ=nke ƛ̓əp nés cú-n-t-Ø-em ɬ=yéyeʔ-kt oh yéyeʔ
5.4 31	Ella Hannon and Anna Stacey	segmentation	ʔé=məɬ nés cú-t=kt=nke ƛ̓əp oh yéyeʔ k̓ʷén̓-n-t-Ø-e púƛ̓əm=Ø ʔə=s-mú<m̓>ɬec xʷúy̓=Ø tékɬ ʔéyɬ
5.4 32	Ella Hannon and Anna Stacey	segmentation	ʔé=məɬ=nke ƛ̓əp t=e=s=cú-t=s ɬ=yéyeʔ ʔə=kázeʔ-n-t-ey-es xéʔe nés-weʔ wə=ɬ=ʔéyc̓qeʔ k̓ʷén̓-n-t-Ø-e ʔə=tmíxʷ
5.4 33	Ella Hannon and Anna Stacey	segmentation	ʔe=məɬ nés nés=kt wə=ɬe=ʔéyc̓qeʔ k̓ʷén̓-n-t-Ø-em ʔə=tmíxʷ ƛ̓uʔ n-q̓ʷy-énk ƛ̓uʔ téʔe
5.4 34	Ella Hannon and Anna Stacey	segmentation	ʔé=məɬ=nke ƛ̓əp t=e=s=ʔúɬxʷ=kt ʔé=məɬ nés cú-n-t-Ø-em ɬ=yéyeʔ yéyeʔ kázeʔ-n-t-ey-es ʔə=s-mú<m̓>ɬec
5.4 35	Ella Hannon and Anna Stacey	segmentation	tətéʔ xʷúy̓=Ø [k=]s=tékɬ=s
5.4 36	Ella Hannon and Anna Stacey	segmentation	ʔé=məɬ=nke ƛ̓əp neʔ [s=]cú-t=s ɬ=yéyeʔ ʔey cúkʷ-s-t-Ø-e ʔə=s-mú<m̓>ɬec
5.4 37	Ella Hannon and Anna Stacey	segmentation	ʔé=məɬ neʔ=nke ƛ̓əp s=cú-n-t-ey-es ʔey xʷe wʔéye kən[-n-t]-cem-e ʔé=məɬ nés ɬép-n-t-Ø-em ʔə=s-mú<m̓>ɬec oh kénm=Ø kénm=Ø yéyeʔ
6.3 1	Ella Hannon and Anna Stacey	segmentation	ʔéx=kt=nke teʔ ʕʷóy̓t peɬ n-qéck peɬ ncéweʔ
6.3 2	Ella Hannon and Anna Stacey	segmentation	hén̓=us=nke nés s-kíxzeʔ ʔéx=nke ƛep teʔ cuwúm=Ø wə=ɬ=ʔéyc̓qeʔ
6.3 3	Ella Hannon and Anna Stacey	segmentation	ʔe=məɬ nés qíɬ=kt qíɬ-n-t-cm-s=nke ƛəp ɬ=n=qéck
6.3 4	Ella Hannon and Anna Stacey	segmentation	ʔéx t=e=k̓ʷén̓-m téʔ t=e=s-wét téʔe
6.3 5	Ella Hannon and Anna Stacey	segmentation	cúkʷ ƛ̓uʔ nmímɬ néʔe n-[ʔ]ə=cítxʷ
6.3 6	Ella Hannon and Anna Stacey	segmentation	ʔé=məɬ=nke ƛ̓əp neʔ s=cú-t=s ɬ=n-qéck wík[-n-t]-Ø-es=nke ƛ̓əp téʔe ʔə=típəl-s s-kʷúz-kt hécu teʔ məstén[-n]-t-Ø-em
6.3 6	Kʷəɬtəzétkʷu Bernice Garcia	speaker comment	Comment: “My aunt had a table with all her little belongings, a little side table / night table. And we grew up in a one-room cabin and everyone had their little corners. There was a little add on with the kitchen.”	her own aside on line 6
6.3 7	Ella Hannon and Anna Stacey	segmentation	ʔé=məɬ=nke ƛ̓əp neʔ s=cú-t=s xʷúy̓ nék̓-n-t-Ø-em e=s-k̓ʷƛ̓ús-kt
6.3 8	Ella Hannon and Anna Stacey	segmentation	ʔeɬ=nke ƛ̓əp nés cú-t oh
6.3 9	Ella Hannon and Anna Stacey	segmentation	ʔé=məɬ=nke ƛ̓əp néʔe ʔes-ɬk̓íw-ix néʔe n-[ʔ]ə=típəl-s wéʔe
6.3 10	Ella Hannon and Anna Stacey	segmentation	neʔ k̓<ík̓e>t=Ø ƛ̓uʔ wə=ɬe=n-púy-tn-s wéʔe tékm néʔe
6.3 11	Ella Hannon and Anna Stacey	segmentation	ʔé cumín-s ʔéx=us neʔ páwda-me néʔe neʔ=us c̓aqʷ-cín
6.3 12	Ella Hannon and Anna Stacey	segmentation	ʔe=məɬ nés cu<ʔí>-t oo wík[-n]-t-Ø-em ɬ=s-kʷúz-kt ʔéx=us téʔe e=s=ɬúm[-n-t]-Ø-es tékm ʔə=c̓aqʷ-cín ʔeɬ ɬe=páwda-s ʔé=məɬ neʔ c̓íy=Ø t=e=ƛ̓líxʷeɬ=Ø
6.3 13	Ella Hannon and Anna Stacey	segmentation	xʷúy̓=ekʷu pétn̓[-n]-t-Ø-em
6.3 14	Ella Hannon and Anna Stacey	segmentation	kʷén[-n]-t-Ø-em ɬ=páwda-s ʔé=məɬ nés páwda-me pétn̓[-n]-t-Ø-em ɬ=s-kʷúz ʔéx neʔ nʔéye n-e=s=ƛ̓əp-qín tu=ɬe=zépy̓e tu=ɬe=chin tu=ɬe=our.noses
6.3 15	Ella Hannon and Anna Stacey	segmentation	ʔé=məɬ nés=nke ƛ̓əp ʔéx ne k̓wen̓-n-t-wáxʷ=kt oh xʷúy̓ceʔ=us
6.3 16	Ella Hannon and Anna Stacey	segmentation	neʔ ɬe=xʷúy̓ cú-xí[-t]-c-n=nke ʔéx=nke ƛ̓əp teʔ cú-t
6.3 17	Ella Hannon and Anna Stacey	segmentation	ʔé=məɬ nés páwda məs[tən][-n-t]-Ø-né ɬ=n-qéck ʔeɬ cníɬ ʔə=páwda-s-[-t]-cm-es=nke ƛ̓əp
6.3 18	Ella Hannon and Anna Stacey	segmentation	ʔeɬ kʷén-t-Ø-em ƛ̓əm=nke ƛ̓əp ɬ=s-téʔ xʷúy̓ cu-t-Ø-éme ɬ=zépy̓e-kt ʔé=məɬ nés pu=Ø ʔéyɬ
6.3 19	Ella Hannon and Anna Stacey	segmentation	tékm t=xə́n̓=Ø ʔéyɬ ʔeɬ ɬe=c̓aqʷ-cín-s
6.3 20	Ella Hannon and Anna Stacey	segmentation	ʔé=məɬ nés ɬúm-e-t-Ø-em néʔe n-ʔə=splíwcn-kt ƛ̓uʔ tətéʔ k=s=t<íʔta>x̣ʷ=s=nukʷ=nke ƛ̓əp
6.3 21	Ella Hannon and Anna Stacey	segmentation	kʷén[-n-t]-Ø-[n]e ʔə=s-c̓aqʷ-cín ʔé=məɬ nés x̣íɬ[-n]-t-Ø-ne téʔe ɬ=n-qéck
6.3 22	Ella Hannon and Anna Stacey	segmentation	oh ném k=ƛ̓ixʷeɬ-wíʔx=nke ƛ̓əp
6.3 23	Ella Hannon and Anna Stacey	segmentation	ʔé=məɬ=nke nés ʔúɬxʷ=Ø wə=ɬ=ʔéyc̓qeʔ ɬ=kz̓é-kt peɬ ɬ=s-kʷúz-kt
6.3 24	Ella Hannon and Anna Stacey	segmentation	ʔé=məɬ nés cʕ̓-ápeʔ-me=Ø ɬ=s-kʷúz-kt=nke ƛ̓əp oh ʔéx kénm=Ø
6.3 25	Ella Hannon and Anna Stacey	segmentation	c̓=[ʔ]é xeʔ ncéweʔ cúkʷ-s-t-Ø-e kɬ-íyx-weʔ tu=xʷeʔ
6.3 26	Ella Hannon and Anna Stacey	segmentation	cʕ̓-ápeʔ-me=Ø ɬ=s-kʷúz-kt ƛ̓uʔ ném ʔə=s=kzəp-s-t-éy-es
6.3 27	Ella Hannon and Anna Stacey	segmentation	ʔe=məɬ nés ɬx̣ʷ-ə́p=kt wə=ɬ=ʔéyc̓qeʔ
6.3 28	Ella Hannon and Anna Stacey	segmentation	t=hén̓=us=nke ƛ̓əp t=e=ɬx̣ʷ-ə́p-s ɬ=n-qéck wə=ɬ=weʔ wə=ɬ=s-k̓ip̓-s tu=ɬe=n-púy-tn=nke ƛ̓əp
6.3 29	Ella Hannon and Anna Stacey	segmentation	oo ném páqʷuʔ-s[-t]-Ø-ne n-s-kʷúz ném ʔeɬ qelil-ús-(ə)s
6.3 30	Ella Hannon and Anna Stacey	segmentation	ném wiʔ neʔ tékm t[=ʔə]=xən̓=Ø ʔə=páwda-s wə=ɬ=n-púy-tn-s tékm néʔe neʔ=nke ƛ̓əp neʔ n-[ʔ]ə=típəl tékm t[=ʔə]=xən̓=Ø ƛ̓əm
6.3 31	Ella Hannon and Anna Stacey	segmentation	ném qlíl-m-t-ey-es ɬ=s-kʷúz
footnote 7	Ella Hannon and Anna Stacey	cited form	x̣aʔ	the root, which also appears vowelless as x̣ʔ
footnote 7	Ella Hannon and Anna Stacey	cited form	x̣ʔ	the vowelless variant of x̣aʔ
footnote 7	Ella Hannon and Anna Stacey	citation	ptínusmne xʷúy̓ cút ʔə súke xʷúy̓ tékɬ ekʷu	the Story 1 line quoted for the vowelless x̣ʔ
footnote 8	Ella Hannon and Anna Stacey	cited form	puƛ̓	exit, the dictionary form of the root
footnote 8	Ella Hannon and Anna Stacey	cited form	púƛ̓-m	exit-CTR.MID, the fossilized middle acting as the root
footnote 8	Ella Hannon and Anna Stacey	cited form	x̣ʷóx̣ʷstmtəm	the form in line 28 that may show the same fossilization
footnote 9	Ella Hannon and Anna Stacey	cited form	cúkʷ	finish, which can also mean only
5.2	Ella Hannon and Anna Stacey	heading	Nɬeʔképmxcín	the section heading over Story 2's transcription
§1	Ella Hannon and Anna Stacey	cited title	Nɬeʔkepmxcín-English	the dictionary of Thompson and Thompson 1996, named by its direction
§1	Ella Hannon and Anna Stacey	cited suffix	-s	one of the 3ERG suffix's three pronunciations
§1	Ella Hannon and Anna Stacey	cited suffix	-es	the 3ERG suffix's underlying form, written throughout the segmentation line
§1	Ella Hannon and Anna Stacey	cited suffix	-əs	the 3ERG suffix pronounced with a schwa, normalized to -es in the segmentation
§2.4	Kʷəɬtəzétkʷu Bernice Garcia	damage	yéyeʔ̓’s	the PDF leaves a stray combining glottalization on yéyeʔ before the English possessive
References	Ella Hannon and Anna Stacey	cited phrase	ʔé meɬ nés	the connective in Hannon 2024a's title, spelled meɬ there and məɬ in the stories
References	Ella Hannon and Anna Stacey	cited title	ɬ máʕxetn peɬ qwɬinéwɬ	The Moon and the Birchbark Canoe, Givens and Hall 2023
References	Ella Hannon and Anna Stacey	cited title	xwíʔ kw páq	You Will Be Sorry, Hall and Phillips 2024
References	Ella Hannon and Anna Stacey	cited title	nɬeʔkepmxcín	the subtitle of Thompson and Thompson's 1996 dictionary
References	Ella Hannon and Anna Stacey	cited title	Nɬeʔkepmxcín	the language named in Hannon 2024a, Hannon 2024b and Hannon, Stacey and Steiner 2023
footnote 4	Ella Hannon and Anna Stacey	cited form	nmaʕmáʕm	lightning, cited from Hall and Phillips 2024
footnote 4	Ella Hannon and Anna Stacey	cited form	spéym	prairie, cited from Hall and Phillips 2024
footnote 4	Ella Hannon and Anna Stacey	cited form	tí	tea, the root whose CTR.MID inflection the authors could not account for
footnote 5	Ella Hannon and Anna Stacey	cited form	cúc	a form of cu ‘say’ that is not transparent to the authors
footnote 5	Ella Hannon and Anna Stacey	cited form	scúc	the form the second narrative uses, analyzed as s=cú-t=s
§6	Ella Hannon and Anna Stacey	cited form	skʷúz	her aunt
§6	Ella Hannon and Anna Stacey	cited form	qéck	her cousin, a boy of about her own age
