where	who	kind	form	gloss
(250)	Nuxalk	underlying	*ƛ‟imn	'sinew, tendon', the underlying form
(250)	CS	cited form	*ƛ‟ʔimin	the Coast Salish cognate of ƛ‟ima, from Ku02:143
(251)	Nuxalk	cited form	ƛ‟ms-ta	'person'
(251)	Sechelt	cited form	ƛ‟ms-tan	'house', the Sechelt cognate of ƛ‟ms-ta, from Ti77:17
(252)	Nuxalk	root	√ƛ‟ms	'dream, have vision, be human'
(253)	Nuxalk	root	√ƛ‟q	'stick up or out, protrude'
(253)	CS	cited form	*ƛ‟ǝq	'go outside', the Coast Salish cognate of √ƛ‟q, from Ku02:144
(254)	Nuxalk	cited form	ƛ‟uk‟	'high; moon; month'
(254)	CS	cited form	*ƛ‟uk‟w	'high', the Coast Salish cognate of ƛ‟uk‟, from Ku02:143
(255)	Nuxalk	cited form	cx-m	'disappear'
(255)	Squamish	cited form	cǝxʷ	the Squamish cognate of cx-m, from Ku67:274
(256)	Nuxalk	cited form	cxʷy-ak-m	'reach for sth'
(256)	CS	cited form	*cixʷ	'to reach', the Coast Salish cognate of cxʷy-ak-m, from Ku02:220
(257)	Nuxalk	cited form	ci-x	'feminine singular identifier', repeated
(258)	Nuxalk	cited form	cik‟	'poke, stab'
(258)	Sechelt	cited form	cič‟-m	'to pick up with fork, spike', the Sechelt cognate, from Ti77:31
(259)	Nuxalk	root	√ck‟	'pointed, sharp, stinging'
(260)	Nuxalk	root	√cn	'self'
(260)	Sechelt	cited form	cǝ	the Sechelt cognate of √cn, from Ku98:3
(261)	Nuxalk	cited form	cuca	'mouth'
(261)	Nuxalk	root	√cucn	'mouth', the root
(261)	CS	cited form	*cucin	the Coast Salish cognate of cuca, from Ku02:137
(262)	Nuxalk	cited form	c‟íxʷ	'five'
(262)	CS	cited form	*c‟ixʷ	the Coast Salish cognate of c‟íxʷ, from Ku02:139
(263)	Nuxalk	cited form	c‟p	'stuck, blocked'
(263)	CS	cited form	*c‟ap	'derange, interrupt', the Coast Salish cognate of c‟p, from Ku02:139
(264)	Nuxalk	root	√s-c‟ap	'subdue sb'
(265)	Nuxalk	cited form	c‟us-m	'dusk'
(265)	Sechelt	cited form	c‟úsus	the Sechelt cognate of c‟us-m, from Ti77:8
(266)	Nuxalk	cited form	c‟χʷ	'white'
(266)	Sechelt	cited form	c‟əχʷ	'clean', the Sechelt cognate of c‟χʷ, from Ti77:21
(267)	Nuxalk	cited form	s-c‟i:c‟χʷ-atwala-ɬp	'waxberry'
(268)	Nuxalk	cited form	t‟ap-alst	'cave'
(268)	Sechelt	cited form	st‟áp‟as	the Sechelt cognate of t‟ap-alst, from Ti77:7
(269)	Nuxalk	cited form	t‟xʷ	'brush, sweep'
(269)	CS	cited form	*t‟ǝxʷ	the Coast Salish cognate of t‟xʷ, from Ku02:153
(270)	Nuxalk	cited form	t‟ksn	'shoot sth'
(270)	Sechelt	cited form	t‟əkʷs	'to explode', the Sechelt cognate of t‟ksn, from Ti77:28
(271)	Nuxalk	cited form	ʔuq‟ʷ	'drift downstream'
(271)	CS	cited form	*wuq‟ʷ	the Coast Salish cognate of ʔuq‟ʷ, from Ku02:154
(272)	Nuxalk	root	√ʔaq‟ʷ-ɬ	'downstream'
(273)	Nuxalk	cited form	t-aq‟ʷ-ɬ	'downstream area'
(274)	Nuxalk	cited form	ʔut‟-ik-aɬ	'instep, flap of mocassin'
(274)	Squamish	cited form	ʔút‟-unʔ	'extend', the Squamish cognate of ʔut‟-ik-aɬ, from Ku69:95
(275)	Nuxalk	cited form	ʔut‟itk	'third oldest sibling'
(275)	Nuxalk	underlying	*ʔut‟-i:t‟k	the underlying form of ʔut‟itk
(276)	Nuxalk	root	√χi	'be visible, shine'
(276)	Squamish	cited form	χiʔ	'appear suddenly', the Squamish cognate of √χi, from Ku69:85
(277)	Nuxalk	cited form	χic‟	'raw'
(277)	CS	cited form	*χic‟	the Coast Salish cognate of χic‟, from Ku02:155
(278)	Nuxalk	cited form	ʔa-xʷs	'be audible, holler'
(278)	IS	cited form	*xʷu/ǝs	'forceful, loud', the Interior Salish cognate, compare Ku02:196
(279)	Nuxalk	cited form	ʔaɬ-ʔa:pq	'brave'
(279)	IS	cited form	*paq	'having learnt through hardship', the cognate, from Ku02:177
(280)	Nuxalk	cited form	ʔapxʷ	'lift up'
(280)	IS	cited form	*ʔapxw	the Interior Salish cognate of ʔapxʷ
(280)	IS	cited form	xwǝp	the variant Interior Salish cognate, from Ku02:18
(281)	Nuxalk	cited form	xil	'nibble, gnaw'
(281)	IS	cited form	*xil	the Interior Salish cognate of xil, from Ku02:117
(282)	Nuxalk	cited form	xʷp	'try to free or untangle'
(282)	IS	cited form	*xʷa/ǝp	'unfold', the Interior Salish cognate of xʷp, from Ku02:121
(283)	Nuxalk	cited form	xʷp‟	'unhook, untangle'
(283)	IS	cited form	*xʷp‟	the Interior Salish cognate of xʷp‟, from Ku02:121
(284)	Nuxalk	cited form	ʔiɬixʷ	'shaded pool with fish'
(284)	IS	cited form	*ɬǝ/uxʷ	'thicket, bushes', the Interior Salish cognate, from Ku02:171
(285)	Nuxalk	cited form	ʔinaxʷ	'morning'
(285)	Lillooet	cited form	natxʷ	'yesterday', the Lillooet cognate of ʔinaxʷ, from Van Eijk p.c.
(286)	Nuxalk	cited form	Ɂit-qʷu	'haul, tow'
(286)	IS	cited form	*qʷəw	'slide, crawl', the Interior Salish cognate, from Ku02:168
(287)	Nuxalk	cited form	ʔic	'rub, scrub'
(287)	IS	cited form	*ya/ǝc	'rub', the Interior Salish cognate of ʔic, from Ku02:130
(288)	Nuxalk	cited form	kx	'draw straight line on'
(288)	IS	cited form	*kǝx	'walk along, follow', the Interior Salish cognate, from Ku02:165
(289)	Nuxalk	cited form	kɬ	'fall, drop'
(289)	IS	cited form	*kǝɬ	'come off, apart', the Interior Salish cognate, from Ku02:37
(290)	Nuxalk	cited form	kʷup‟	'skewer'
(290)	IS	cited form	*k‟ʷup‟	'bar, rod', the Interior Salish cognate of kʷup‟, from Ku02:49
(291)	Nuxalk	cited form	k‟anawiɬ	'bow of boat'
(291)	IS	root	*√k‟ǝm	the empty Interior Salish root behind k‟anawiɬ
(291)	IS	cited affix	-awiɬ	'canoe', the suffix, from Ku02:166,210
(292)	Nuxalk	root	√ɬχʷ	'go through narrow passage'
(292)	IS	cited form	*ɬǝχʷ	'pass through hole, escape', the cognate, from Ku02:61
(293)	Nuxalk	cited form	mil	'erase'
(293)	Nuxalk	cited form	ml	'erase', the variant
(293)	Secwepemctsin	cited form	*ml	the Shuswap cognate of mil, from Ku02:66
(294)	Nuxalk	cited form	mu	'fish weir made of cedar sticks'
(294)	Secwepemctsin	cited form	muʔ	'weir, fish trap', the Shuswap cognate of mu, from Ku02:65
(295)	Nuxalk	cited form	mus	'feel, touch'
(295)	IS	cited form	*mus	the Interior Salish cognate of mus, from Ku02:69
(296)	Nuxalk	cited form	nix:niq‟χ-m	'have a cramp'
(296)	IS	cited form	*q‟iχ	'strong, hard, tight, etc.', the cognate, from Ku02:181
(297)	Nuxalk	cited form	nup	'shirt, dress'
(297)	IS	cited form	*wǝp	'hair, fur, cover', the Interior Salish cognate, from Ku02:193
(298)	Nuxalk	cited form	nu-pa:pnt	'to boil'
(298)	IS	cited form	*pǝt	the Interior Salish cognate of nu-pa:pnt, from Ku02:75
(299)	Nuxalk	cited form	nu-s-ƛ‟ikʷ	'cover, shelter'
(299)	IS	cited form	*ƛ‟ikʷ	the Interior Salish cognate of nu-s-ƛ‟ikʷ, from Ku02:62
(300)	Nuxalk	root	√nu-cik‟lam	'look back, wait up'
(300)	Secwepemctsin	cited form	c-k‟l-em	'wait', the Shuswap cognate of √nu-cik‟lam, from Ku74:215
(301)	Nuxalk	cited form	puƛ‟	'come'
(301)	IS	cited form	*p‟ut‟	'come out, emerge', the cognate, from Ku98:2 and Ku74:137
(302)	Nuxalk	cited form	puχ	'poke, stir, rummage, search'
(302)	IS	cited form	*pǝʕʷ	'prod, knock', the Interior Salish cognate of puχ, from Ku02:78
(303)	Nuxalk	cited form	p‟iiχ	'apply steam to'
(303)	IS	cited form	*p‟iχ	'burn, sear', the Interior Salish cognate of p‟iiχ, from Ku02:179
(304)	Nuxalk	cited form	qʷuɬ	'make marks on, write'
(304)	IS	cited form	*qʷǝl/ɬ	'mark with dust or ashes', the Interior Salish cognate
(304)	IS	cited form	qʷul/ɬ	the variant Interior Salish cognate, from Ku02:182
(305)	Nuxalk	cited form	q‟ʷp	'bare, empty'
(305)	IS	cited form	*q‟ʷǝ(m)p	'be all gone', the Interior Salish cognate, from Ku02:185
(306)	Nuxalk	cited form	q‟χ	'rank, rancid'
(306)	IS	cited form	*q‟iχ	'strong, hard, tight etc.', the cognate, from Ku02:181
(307)	Nuxalk	cited form	sk‟ʷ	'undo, untie'
(307)	Secwepemctsin	cited form	sǝk‟ʷ-min‟	'knife', the Shuswap cognate of sk‟ʷ
(307)	Secwepemctsin	cited form	sik‟ʷ-m	'to chip', the Shuswap cognate of sk‟ʷ, from Ku74:186
(308)	Nuxalk	cited form	sl	'slice, cut boards'
(308)	IS	cited form	*sǝl	'peel off', the Interior Salish cognate of sl, from Ku02:185
(309)	Nuxalk	cited form	sl(-)aq‟-k	'sliced and smoked salmon'
(310)	Nuxalk	root	√s-q‟am-ta	'greed, avarice'
(310)	IS	cited form	*q‟ǝ/am	'covet, crave', the Interior Salish cognate, from Ku02:180
(311)	Nuxalk	cited form	s-ƛ‟kʷ	'wart'
(311)	IS	cited form	*ƛ‟ǝkʷ	'spot', the Interior Salish cognate of s-ƛ‟kʷ, from Ku02:172
(312)	Nuxalk	cited form	s-cuɬ-k	'lyrics, words to a song'
(312)	Secwepemctsin	cited form	*cuɬ	'show, point', the Shuswap cognate of s-cuɬ-k, from Ku74:169
(313)	Nuxalk	cited form	s-c‟ay-uc	'arrow for hunting grouse'
(313)	IS	cited form	*c‟ǝl	'arrow', the Interior Salish cognate, from Ku02:162
(314)	Nuxalk	root	√s-c‟l	'rough, thorny, prickly'
(315)	Nuxalk	root	√suk‟	'wind blows'
(315)	Nuxalk	root	√suk‟ʷ	'wind blows', the variant
(315)	IS	cited form	*suk‟ʷ	'be blown along', the Interior Salish cognate, from Ku02:98
(316)	Nuxalk	cited form	s-χp‟-ik	'spine'
(316)	IS	cited form	*χǝp‟	'to sew, lace, fasten', the cognate, from Ku02:197
(317)	Nuxalk	root	√tac‟	'press, put hand down on'
(317)	IS	cited form	*t‟ac‟	'smooth, press', the Interior Salish cognate, from Ku02:189
(318)	Nuxalk	root	√ƛ‟ql(a)	'scoop, bail'
(318)	IS	cited form	*ƛ‟ǝq	'dig up or out', the Interior Salish cognate of √ƛ‟ql(a)
(319)	Nuxalk	cited form	tqʷ-m	'hang sth over sth'
(319)	IS	cited form	*tǝqʷ	'indented, arched', the Interior Salish cognate, from Ku02:188
(320)	Nuxalk	cited form	cipa	'subterranean dwelling, kickwillie'
(320)	IS	cited form	*cipwn	the Interior Salish cognate of cipa, from Ku02:24
(321)	Nuxalk	cited form	ck‟ɬp	'ribs'
(321)	IS	cited form	ck‟a/ǝɬp	the Interior Salish cognate of ck‟ɬp, from Ku02:23
(322)	Nuxalk	cited form	cqʷ	'begin doing sth'
(322)	IS	cited form	*cǝqʷ	the Interior Salish cognate of cqʷ
(322)	IS	cited form	qʷǝc	the variant Interior Salish cognate, from Ku02:25
(323)	Nuxalk	cited form	c‟it	'call of kʷa:kʷas'
(323)	Lillooet	cited form	c‟it	'whistle hawk or nightbird', the Lillooet cognate, from DE12:23
(324)	Nuxalk	cited form	c‟ulapla	'quiver for arrows'
(324)	IS	cited form	*c‟əl-aplaʔ	'arrow-accessory', the cognate, from Ku02:162,213
(325)	Nuxalk	root	√c‟χ(a)	'real, true, credible'
(325)	IS	cited form	*ʔac‟χ	the Interior Salish cognate of √c‟χ(a)
(325)	IS	cited form	c‟aχ	'look at', the variant Interior Salish cognate, from Ku02:158
(326)	Nuxalk	cited form	t‟kʷ	'bleed'
(326)	IS	cited form	*t‟ǝkʷ	the Interior Salish cognate of t‟kʷ, from Ku02:109
(327)	Nuxalk	cited form	t‟akʷ	'sanitary towel'
(328)	Nuxalk	cited form	χm	'dead, decayed'
(328)	IS	cited form	*χǝm‟	'dry', the Interior Salish cognate of χm, from Ku02:197
(329)	Nuxalk	cited form	yalit	'be a brave'
(329)	Nuxalk	cited form	yallit	'be a brave', the variant
(329)	IS	cited form	*ɣǝl	'strong, vigorous', the Interior Salish cognate, from Ku02:201
(330)	Nuxalk	cited form	yalli	'good swimmer'
(331)	Nuxalk	cited form	ya:yaatwi	'happy'
(331)	Secwepemctsin	cited form	yʕ:yeʕt	the Shuswap cognate of ya:yaatwi, from Ku74:272
(331)	IS	cited affix	*-(ǝ)wǝn	the suffix of the cognate of ya:yaatwi
§2.3.1	Nuxalk	notation	**ns	the earlier sequence behind the tooth word
§2.3.2	Hank Nater	heading	PS cognates	section 2.3.2
(332)	Nuxalk	cited form	ʔaxʷɬ	'some'
(332)	PS	cited form	*ʔi/axʷəl	the proto-Salish cognate of ʔaxʷɬ, from Ku02:21
(333)	Nuxalk	cited form	ʔal=lx	'wander, roam'
(333)	PS	cited form	*ʔal	'be alive', the proto-Salish cognate of ʔal=lx, from Ku02:15
(334)	Nuxalk	root	√ʔay	'be thus'
(335)	Nuxalk	cited form	ʔaɬ-k‟iɬ-tu-	'wait for sb'
(335)	PS	cited form	*k‟al	'attend, wait', the proto-Salish cognate, from Ku02:41
(336)	Nuxalk	cited form	ʔaɬ-yaxʷ-m-aaχ	'leaves are fluttering'
(336)	PS	cited form	*laxw	'shake', the proto-Salish cognate, from Ku02:54
(337)	Nuxalk	cited form	ʔam-uɬ	'serve oneself'
(337)	PS	cited form	*ʔu/am	'feed', the proto-Salish cognate of ʔam-uɬ, from Ku02:16
(338)	Nuxalk	cited form	ʔa:q‟a(a)txyu	'swing'
(338)	PS	cited form	*q‟at‟-xǝn	'hoist by foot', the proto-Salish cognate, from Ku02:89,211
(338)	PS	cited affix	*-iw	the suffix added to the cognate of ʔa:q‟a(a)txyu
(339)	Nuxalk	cited form	ʔa-sqa	'be outside'
(339)	PS	cited form	*ʔacq	the proto-Salish cognate of ʔa-sqa, from Ku02:15
(340)	Nuxalk	cited form	ʔu-sqa	'go outside'
(340)	Nuxalk	underlying	*ʔu-sqn	'go outside', the underlying form
(341)	Nuxalk	cited form	ʔatma	'die'
(341)	Nuxalk	underlying	*ʔatmn	'die', the underlying form
(341)	PS	cited form	*ʔa-təmən	the proto-Salish cognate of ʔatma
(341)	PS	cited form	tumn	the variant proto-Salish cognate, from Ku02:105
(342)	Nuxalk	cited form	cituma	'sleep'
(342)	Nuxalk	root	√citumn	'sleep', the root
(343)	Nuxalk	cited form	ʔaw:k‟aw-aɬ	'blind'
(343)	PS	cited form	*k‟aw	'old, decrepit', the proto-Salish cognate, from Ku02:43
(344)	Nuxalk	cited form	ʔawɬ	'follow'
(344)	PS	cited form	*ʔaw	the proto-Salish cognate of ʔawɬ, from Ku02:20
(345)	Nuxalk	cited form	ʔaχχʷut	'cough'
(345)	PS	cited form	*ʔǝχʷuʔ	the proto-Salish cognate of ʔaχχʷut, from Ku02:22
(346)	Nuxalk	root	√ʔay(aw/u)	'alter, change'
(346)	PS	cited form	*ʔay	the proto-Salish cognate of √ʔay(aw/u), from Ku02:22
(347)	Nuxalk	cited form	xmanwas	'guardian spirit, guidance'
(347)	PS	cited form	*xǝm-an-was	'other side, alter ego', the cognate, from Ku02:117
(348)	Nuxalk	cited form	xʷuk‟	'bathe sb'
(348)	Nuxalk	underlying	*xʷuuk	'bathe sb', the underlying form
(348)	PS	cited form	*xʷuk‟ʷ	the proto-Salish cognate of xʷuk‟, from Ku02:119
(349)	Nuxalk	root	√xʷul	'drill'
(349)	PS	cited form	*xʷul	the proto-Salish cognate of √xʷul, from Ku02:120
(350)	Nuxalk	cited form	ʔixʷuɬ	'mother of illegitimate child'
(350)	PS	cited form	*s-ʔixwaɬ	'child', the proto-Salish cognate of ʔixʷuɬ, from Ku02:21
(351)	Nuxalk	cited form	ʔiiχʷ	'burn'
(351)	Nuxalk	underlying	*ʔiiqʷ	'burn', the underlying form
(351)	PS	cited form	*yǝqʷ	the proto-Salish cognate of ʔiiχʷ
(351)	PS	cited form	hǝyqʷ	'fire', the variant proto-Salish cognate, from Ku02:132
(352)	Nuxalk	cited form	s-ʔiχʷ-aɬ-kʷ	'glowing charcoal'
(353)	Nuxalk	cited form	niiχʷ	'fire'
(353)	Nuxalk	underlying	*niiqʷ	'fire', the underlying form
(354)	Nuxalk	root	√ʔil	'pass, go around'
(354)	PS	cited form	*yǝl	'to roll', the proto-Salish cognate, from Ku02:130-131
(355)	Nuxalk	cited form	nu-lm-aaχ	'turn around and go back'
(356)	Nuxalk	root	√yalq	'round, spherical'
(356)	Nuxalk	underlying	*yalχ	'round, spherical', the underlying form
(357)	Nuxalk	root	√yul	'turn, rotate, roll sth'
(358)	Nuxalk	cited form	nu-yul-aaχ	'cause to disappear'
(359)	Nuxalk	root	√ʔilt	'put cover over'
(359)	PS	cited form	*yǝl-t	'place a vessel, a dish or plate', the cognate, compare Ku02:131
(360)	Nuxalk	cited form	ʔinutᴗʔiks	'what did he say?'
(360)	PS	cited form	*ʔinwat	the proto-Salish cognate of ʔinutᴗʔiks, from Ku02:18
(361)	Nuxalk	cited form	ʔip‟	'grab, catch, hold, pinch, squeeze'
(361)	PS	cited form	*p‟ǝy	the proto-Salish cognate of ʔip‟, from Ku02:82
(362)	Nuxalk	cited form	ʔiq‟ʷ-uc	'rasp, file'
(362)	PS	cited form	*ʔi/aq‟ʷ	'scrape', the proto-Salish cognate of ʔiq‟ʷ-uc, from Ku02:19
(363)	Nuxalk	cited form	ʔiƛ‟	'shift, move'
(363)	PS	cited form	*yǝƛ‟	'come down, descend', the cognate, from Ku02:131
(364)	Nuxalk	cited form	ʔic‟-ama	'blanket'
(364)	Nuxalk	cited form	ʔic‟a-mni	'blanket', the variant
(364)	PS	cited form	*ʔic‟-am	the proto-Salish cognate of ʔic‟-ama, from Ku02:15
(365)	Nuxalk	cited form	s-ic‟-m	'sheet'
(366)	Nuxalk	cited form	ʔiχ	'grind, apply friction to'
(366)	PS	cited form	*yǝʕ	the proto-Salish cognate of ʔiχ
(366)	PS	cited form	ʔiʕ	the variant proto-Salish cognate, from Ku02:133
(367)	Nuxalk	cited form	kaᴗks	'which is it?'
(367)	PS	cited form	*ka(n)	'where?', the proto-Salish cognate of kaᴗks, from Ku02:37
(368)	Nuxalk	root	√kan	'unspecified location'
(369)	Nuxalk	cited form	wi-ka(-l)ᴗks	'where is it?'
(370)	Nuxalk	root	√kal	'right, straight; find, meet'
(370)	PS	cited form	*kal	'go after, follow, chase', the cognate, from Ku02:36
(371)	Nuxalk	root	√kan	'be hit, bumped, hurt'
(371)	PS	cited form	*kǝn	'touch, bump, hit', the proto-Salish cognate, from Ku02:37
(372)	Nuxalk	cited form	ki:kya	'grandmother'
(372)	PS	cited form	*kayaʔ	the proto-Salish cognate of ki:kya, from Ku02:39
(373)	Nuxalk	cited form	kʷu:kʷpi	'grandfather'
(373)	PS	cited form	*kupiʔ	'elder', the proto-Salish cognate of kʷu:kʷpi, from Ka02:46
(374)	Nuxalk	root	√kʷul	'borrow'
(374)	PS	cited form	*kʷul	the proto-Salish cognate of √kʷul, from Ku02:45
(375)	Nuxalk	cited form	kʷl	'warm, hot'
(375)	PS	cited form	*kʷǝl	the proto-Salish cognate of kʷl, from Ku02:44
(376)	Nuxalk	cited form	kʷm	'thick, bulky'
(376)	PS	cited form	*kʷǝm	'heap, lumpy', the proto-Salish cognate of kʷm, from Ku02:45
(377)	Nuxalk	cited form	kʷn	'get, take, bring'
(377)	PS	cited form	*kʷa/ǝn	the proto-Salish cognate of kʷn, from Ku02:46
(378)	Nuxalk	cited form	ʔa-kʷa	'buy'
(378)	Nuxalk	root	√ʔa-kʷn	'buy', the root
(379)	Nuxalk	cited form	k‟ʷn	'point at'
(379)	PS	cited form	*k‟ʷǝ/an	'look at, aim at', the proto-Salish cognate, from Ku02:49
(380)	Nuxalk	cited form	k‟ʷp	'right, straight'
(380)	PS	cited form	*k‟ʷǝp	the proto-Salish cognate of k‟ʷp, from Ku02:49
(381)	Nuxalk	root	√k‟ʷpst	'rearrange, restore'
(382)	Nuxalk	cited form	k‟an-k-ʷuus	'deadfall, that is on top of head'
(382)	PS	cited form	*k‟ǝl	'cut through', the proto-Salish cognate, from Ku02:40
(383)	Nuxalk	cited form	k‟ip	'erode'
(383)	PS	cited form	*k‟ǝp(xʷ)	'break, gouge out', the proto-Salish cognate, from Ku02:42
(384)	Nuxalk	cited form	k‟m	'bite'
(384)	PS	cited form	*k‟ǝm	the proto-Salish cognate of k‟m, from Ku02:41
(385)	Nuxalk	cited form	law	'loose'
(385)	PS	cited form	*lǝw	'to come off', the proto-Salish cognate of law, from Ku02:53
(386)	Nuxalk	root	√lu	'come off, peel'
(387)	Nuxalk	cited form	ɬxʷ	'spur, incite, awake sb'
(387)	PS	cited form	*laxw	the proto-Salish cognate of ɬxʷ
(387)	PS	cited form	xwal	'shake, hurry', the variant proto-Salish cognate, from Ku02:54
(388)	Nuxalk	root	√ʔaɬ:ʔaɬxʷ	'hurry sb'
(389)	Nuxalk	root	√ɬxʷ	'close, cover'
(389)	PS	cited form	*ɬǝxʷ	'draw on, wear', the proto-Salish cognate, from Ku02:61
(390)	Nuxalk	cited form	ɬima	'take away from sb'
(390)	PS	cited form	*ɬim	'to detach', the proto-Salish cognate of ɬima, from Ku02:58
(391)	Nuxalk	cited form	ɬk‟	'pull off'
(391)	PS	cited form	*ɬik‟	'cut, sever', the proto-Salish cognate of ɬk‟, from Ku02:57
(392)	Nuxalk	cited form	ɬnús	'two'
(392)	PS	cited form	*(ʔa)ɬ-ǝn-wǝs	'pair', the proto-Salish cognate of ɬnús, from Ku02:210
(393)	Nuxalk	root	√ɬwaas	'two'
(393)	PS	cited form	*(ʔa)ɬ-waʔs	the proto-Salish cognate of √ɬwaas
(394)	Nuxalk	cited form	ɬq-m	'erode, collapse'
(394)	PS	cited form	*ɬək/q	'worn out', the proto-Salish cognate of ɬq-m, from Ku02:57
(395)	Nuxalk	root	√ɬt‟	'to pull off with a hook, pry loose'
(395)	PS	cited form	*ɬǝt‟	'attach to or catch with a hook', the cognate, from Ku02:60
(396)	Nuxalk	cited form	ɬuma	'sip'
(396)	PS	cited form	*ɬum‟	'eat soup', the proto-Salish cognate of ɬuma, from Ku02:58
(397)	Nuxalk	root	√lix	'slimy, slippery'
(397)	PS	cited form	*lix	'slime', the proto-Salish cognate of √lix, from Ku02:54
(398)	Nuxalk	cited form	lip‟	'fold'
(398)	PS	cited form	*li/ap‟	'bend over', the proto-Salish cognate of lip‟, from Ku02:52
(399)	Nuxalk	cited form	maq‟-m	'eat nothing for entire day'
(399)	PS	cited form	*məq‟	'satiated', the proto-Salish cognate of maq‟-m, from Ku02:69
(400)	Nuxalk	cited form	mil-t-m	'rise, increase (fluid)'
(400)	PS	cited form	*mul	'flood, sink', the proto-Salish cognate, from Ku02:67
(401)	Nuxalk	cited form	mnɬ	'pause, interrupt'
(401)	PS	cited form	*maɬ	'to rest', the proto-Salish cognate of mnɬ, from Ku02:68
(402)	Nuxalk	root	√maɬ	'slow'
(403)	Nuxalk	root	√mnc‟	'squeeze'
(403)	PS	cited form	*mǝc‟	'pus', the proto-Salish cognate of √mnc‟, from Ku02:65
(404)	Nuxalk	cited form	nu-mc‟	'squeeze out a boil'
(405)	Nuxalk	cited form	mnc‟ɬ-ta	'pus'
(406)	Nuxalk	cited form	ʔmt	'sit, assume sitting position'
(406)	PS	cited form	*(ʔa)mut	the proto-Salish cognate of ʔmt, from Ku02:17
(407)	Nuxalk	cited form	ʔa-mat	'where ... is'
(408)	Nuxalk	cited form	ʔu-mat	'where sth or sb is taken or going to'
(409)	Nuxalk	cited form	mul-m	'to dive'
(409)	PS	cited form	*mul	'flood, sink', the proto-Salish cognate of mul-m, from Ku02:67
(410)	Nuxalk	cited form	naaχʷ-m	'to dance'
(410)	PS	cited form	*n(u)-ʔaq‟ʷ-m	'make sweeping motion', the cognate, compare Ku02:19
(411)	Nuxalk	cited form	nik‟	'cut with a blade'
(411)	PS	cited form	*nik‟	the proto-Salish cognate of nik‟, from Ku02:71
(412)	Nuxalk	cited form	nu-nk‟-ik	'cut in half'
(413)	Nuxalk	cited form	nix	'to saw'
(414)	Nuxalk	cited form	nis-t	'to snort'
(414)	PS	cited form	*nis	'blow one's nose', the proto-Salish cognate of nis-t, from Ku02:71
(415)	Nuxalk	cited form	nu-laχ:lχ	'clear water'
(415)	PS	cited form	*laχ	the proto-Salish cognate of nu-laχ:lχ, from Ku02:55
(416)	Nuxalk	cited form	nu-s-χl	'smart, clever'
(417)	Nuxalk	cited form	nu-ɬi:ɬq	'frail, sickly'
(417)	PS	cited form	*ɬǝk/q	'worn out', the proto-Salish cognate of nu-ɬi:ɬq, from Ku02:57
(418)	Nuxalk	root	√nu-ɬk‟ʷ	'pierce, perforate'
(418)	PS	cited form	*ɬik‟ʷ	the proto-Salish cognate of √nu-ɬk‟ʷ, from Ku02:57
(419)	Nuxalk	root	√nu-mil-ik	'confuse sb'
(419)	PS	cited form	*ma/ǝl	'lost, aimless', the proto-Salish cognate, compare Ku02:68
(420)	Nuxalk	cited form	nu-pic‟-cut	'turn away in disgust'
(420)	PS	cited form	*p‟ǝc‟	'to spit', the proto-Salish cognate of nu-pic‟-cut, from Ku02:78
(421)	Nuxalk	cited form	nu-q‟ʷaat	'to burp'
(421)	PS	cited form	*q‟ʷaʔ	the proto-Salish cognate of nu-q‟ʷaat, from Ku02:94
(422)	Nuxalk	cited form	nu-q‟a-y-aaχ-aɬ	'block sb's way'
(422)	PS	cited form	*q‟aʔ	'caught, stuck', the proto-Salish cognate, from Ku02:86
(423)	Nuxalk	cited form	nu-t‟aχʷ-m	'take a bath'
(423)	PS	cited form	*t‟ǝqʷ	'bathe, swim', the proto-Salish cognate, from Ku02:111
(424)	Nuxalk	cited form	paxʷᴗʔiks	'when?'
(424)	PS	cited form	*pan-(xʷ-)	'time', the proto-Salish cognate, compare Ku02:74
(425)	Nuxalk	cited form	pac‟	'pierce, prick sb'
(425)	PS	cited form	*p‟ac‟	'fix with string, sew', the proto-Salish cognate, from Ku02:78
(426)	Nuxalk	cited form	px	'squeeze water out of string'
(426)	Nuxalk	cited form	xp	'squeeze water out of string', the variant
(426)	PS	cited form	*pǝx	the proto-Salish cognate of px
(426)	PS	cited form	*xǝp	'to comb out', the other proto-Salish cognate, from Ku02:77
(427)	Nuxalk	root	√px	'positive, giving pleasure'
(427)	PS	cited form	*pǝy	'happy, joyful', the proto-Salish cognate of √px, from Ku02:77
(428)	Nuxalk	cited form	pik‟	'bright, shiny, sparkling'
(428)	PS	cited form	*p‟ik‟	the proto-Salish cognate of pik‟, from Ku02:79
(429)	Nuxalk	cited form	mix:mik‟-ɬ	'star'
(430)	Nuxalk	cited form	pɬt	'thick'
(430)	PS	cited form	*pǝɬ	the proto-Salish cognate of pɬt, from Ku02:74
(431)	Nuxalk	root	√puɬ	'swell, be swollen'
(432)	Nuxalk	cited form	pl-ik	'tip, turn over'
(432)	PS	cited form	*pu/ǝl	the proto-Salish cognate of pl-ik, from Ku02:73
(433)	Nuxalk	root	√pun	'accept, receive'
(433)	PS	cited form	*pun	'find, get', the proto-Salish cognate of √pun, from Ku02:74
(434)	Nuxalk	root	√p‟alu	'loosened, freed, elevated, high'
(434)	PS	cited form	*p‟il	'overflow', the proto-Salish cognate of √p‟alu, from Ku02:79
(435)	Nuxalk	root	√ʔa:p‟lu	'eroded, hollowed out'
